"","X","classification_id","user_name","user_id","user_ip","workflow_id","workflow_name","workflow_version","created_at","gold_standard","expert","metadata","annotations","subject_data","subject_ids"
"686",1742,187515157,"barthelmess",1173819,"b995b11709953a850d00",12161,"Workflow 1.1",6.5,"2019-10-23 01:51:40 UTC",NA,NA,"{""source"":""api"",""session"":""77f162a30aa839d5033b1d83b9106da822c8f21fbd9c53b82a6ff34c5789dea3"",""viewport"":{""width"":1719,""height"":1126},""started_at"":""2019-10-23T01:51:32.923Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-10-23T01:51:40.417Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1166,""clientHeight"":875,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":1166,""clientHeight"":875,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":1166,""clientHeight"":875,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-23T01:50:52.092Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37159669"":{""retired"":{""id"":51245493,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T18:15:26.880Z"",""updated_at"":""2019-11-09T01:11:48.957Z"",""retired_at"":""2019-11-09T01:11:48.941Z"",""subject_id"":37159669,""retirement_reason"":""classification_count""},""Num"":""3007"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_008453.JPG"",""Image2"":""06_09_DON_008454.JPG"",""Image3"":""06_09_DON_008455.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37159669
"687",31740,191974055,"Weigartz",1927542,"d29968826296197fa3ca",12161,"Workflow 1.1",6.5,"2019-11-21 02:57:13 UTC",NA,NA,"{""source"":""api"",""session"":""995e28da58064e3238d87aa865583c088f93c582f29391ad49886a6d9ada71c4"",""viewport"":{""width"":1304,""height"":665},""started_at"":""2019-11-21T02:57:04.618Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-21T02:57:13.317Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-21T02:56:47.935Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37821781"":{""retired"":{""id"":52407791,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T14:17:08.338Z"",""updated_at"":""2019-11-25T22:43:27.015Z"",""retired_at"":""2019-11-25T22:43:27.006Z"",""subject_id"":37821781,""retirement_reason"":""classification_count""},"""":""2534"",""Num"":""2534"",""Image1"":""21_40_WF_0829.JPG"",""Image2"":""21_40_WF_0830.JPG"",""Image3"":""21_40_WF_0831.JPG""}}",37821781
"688",6111,188726603,"keandy16",1716700,"3cd47c31ba6774062298",12161,"Workflow 1.1",6.5,"2019-10-30 15:06:14 UTC",NA,NA,"{""source"":""api"",""session"":""545df4e7a5838a0f1fffba85db4ccdd27e682598f75a0043054475f74e5be984"",""viewport"":{""width"":1248,""height"":687},""started_at"":""2019-10-30T15:06:06.593Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""14400"",""finished_at"":""2019-10-30T15:06:14.325Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":722,""clientHeight"":542,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":722,""clientHeight"":542,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":722,""clientHeight"":542,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-30T15:04:46.943Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37821270"":{""retired"":{""id"":52414819,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T17:49:20.322Z"",""updated_at"":""2019-11-12T03:03:21.679Z"",""retired_at"":""2019-11-12T03:03:21.664Z"",""subject_id"":37821270,""retirement_reason"":""classification_count""},"""":""2134"",""Num"":""2134"",""Image1"":""14_17_WF_000436.JPG"",""Image2"":""14_17_WF_000437.JPG"",""Image3"":""14_17_WF_000438.JPG""}}",37821270
"689",21458,190466314,"claire_rockwell",1946995,"d387386e0cf6e22e1495",12161,"Workflow 1.1",6.5,"2019-11-10 18:34:16 UTC",NA,NA,"{""source"":""api"",""session"":""4ced6abb8edd2f318e33b4f4c6ab634a8d8d4cdf822720974a6162c03fa5c0fd"",""viewport"":{""width"":1244,""height"":703},""started_at"":""2019-11-10T18:33:58.786Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:68.0) Gecko/20100101 Firefox/68.0"",""utc_offset"":""18000"",""finished_at"":""2019-11-10T18:34:16.815Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":718,""clientHeight"":539,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":718,""clientHeight"":539,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":718,""clientHeight"":539,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-10T18:31:20.627Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37157228"":{""retired"":null,""Num"":""659"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_001411.JPG"",""Image2"":""06_09_DON_001412.JPG"",""Image3"":""06_09_DON_001413.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37157228
"690",24251,190653548,"Rodne5262",1942046,"489202e586164d617778",12161,"Workflow 1.1",6.5,"2019-11-11 19:56:31 UTC",NA,NA,"{""source"":""api"",""session"":""04d472152f45b12aeb250e54c1bc98a42274cd8c4102402665fee70612cfd0eb"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-11T19:56:17.804Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-11T19:56:30.618Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-11T19:53:26.381Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37159184"":{""retired"":{""id"":51241684,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T16:32:51.722Z"",""updated_at"":""2019-11-11T19:56:31.445Z"",""retired_at"":""2019-11-11T19:56:31.431Z"",""subject_id"":37159184,""retirement_reason"":""classification_count""},""Num"":""2509"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_006982.JPG"",""Image2"":""06_09_DON_006983.JPG"",""Image3"":""06_09_DON_006984.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37159184
"691",40572,199943077,"not-logged-in-2066510907cb7dab5452",NA,"2066510907cb7dab5452",12161,"Workflow 1.1",6.5,"2020-01-16 00:29:47 UTC",NA,NA,"{""source"":""api"",""session"":""ef557424cff0aa75bfa8a3239082eb7f1706bebc227ccc97055486f5f226fcb5"",""viewport"":{""width"":1600,""height"":752},""started_at"":""2020-01-16T00:29:32.825Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko"",""utc_offset"":""18000"",""finished_at"":""2020-01-16T00:29:45.039Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":902,""clientHeight"":677,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":902,""clientHeight"":677,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":902,""clientHeight"":677,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-01-16T00:27:10.273Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37158624"":{""retired"":null,""Num"":""1948"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_005289.JPG"",""Image2"":""06_09_DON_005290.JPG"",""Image3"":""06_09_DON_005291.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37158624
"692",21039,190461728,"jmkemp19",1946808,"56d5d13edf00e1e57d76",12161,"Workflow 1.1",6.5,"2019-11-10 17:51:24 UTC",NA,NA,"{""source"":""api"",""session"":""6d840cf2239df074eb348d9395ec845ea3b1edc1e33bfe80ffdd3cbec597f7d8"",""viewport"":{""width"":1324,""height"":814},""started_at"":""2019-11-10T17:51:20.506Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-11-10T17:51:24.492Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":794,""clientHeight"":441,""naturalWidth"":2000,""naturalHeight"":1111},null,null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-10T17:47:26.546Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37822272"":{""retired"":{""id"":52409923,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T15:25:35.246Z"",""updated_at"":""2019-11-11T21:26:14.618Z"",""retired_at"":""2019-11-11T21:26:14.607Z"",""subject_id"":37822272,""retirement_reason"":""classification_count""},"""":""2914"",""Num"":""2914"",""Image1"":""28_08_DEG_1075.JPG"",""Image2"":""28_08_DEG_1076.JPG"",""Image3"":""28_08_DEG_1077.JPG""}}",37822272
"693",29828,191391454,"lopper_gang",1949788,"431ccbae5801bf0931bb",12161,"Workflow 1.1",6.5,"2019-11-17 02:07:06 UTC",NA,NA,"{""source"":""api"",""session"":""81483c2c34f7e4fe51738d7f4c070b934eab9a4f769245d469eddb93064eafa9"",""viewport"":{""width"":1280,""height"":643},""started_at"":""2019-11-17T02:06:56.896Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-17T02:07:06.905Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":754,""clientHeight"":566,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":754,""clientHeight"":566,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":754,""clientHeight"":566,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-17T02:05:48.545Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37160029"":{""retired"":{""id"":51242924,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T17:01:27.458Z"",""updated_at"":""2020-01-31T21:13:15.956Z"",""retired_at"":""2020-01-31T21:13:15.939Z"",""subject_id"":37160029,""retirement_reason"":""classification_count""},""Num"":""3370"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_009541.JPG"",""Image2"":""06_09_DON_009542.JPG"",""Image3"":""06_09_DON_009543.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37160029
"694",43001,201724103,"lasandefur",1941321,"5920aeb0d842d86c902a",12161,"Workflow 1.1",6.5,"2020-01-28 22:45:57 UTC",NA,NA,"{""source"":""api"",""session"":""1ee460c42501ac3b4fb16a5424fd90e820408e6ec74c7ad9fba9c318735505bc"",""viewport"":{""width"":581,""height"":662},""started_at"":""2020-01-28T22:45:54.284Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-01-28T22:45:59.602Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":515,""clientHeight"":386,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":515,""clientHeight"":386,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":515,""clientHeight"":386,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-01-28T22:45:02.590Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37160663"":{""retired"":null,""Num"":""3988"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""11_21_BC_000496.JPG"",""Image2"":""11_21_BC_000497.JPG"",""Image3"":""11_21_BC_000498.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""11"",""#SDCardNum"":""21"",""!ForestType"":""Deciduous"",""#ForestName"":""BC""}}",37160663
"695",42108,201508824,"barthelmess",1173819,"762962ed4125cb4a1937",12161,"Workflow 1.1",6.5,"2020-01-27 15:07:35 UTC",NA,NA,"{""source"":""api"",""session"":""d0abde13c61bdc0e52456fae7b55a8ee03eea3ec88a1489411a952554f10e957"",""viewport"":{""width"":1523,""height"":1078},""started_at"":""2020-01-27T15:07:12.788Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-01-27T15:07:35.599Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":964,""clientHeight"":535,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":964,""clientHeight"":535,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":964,""clientHeight"":535,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-01-27T15:07:12.642Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""OTHERSMALLMAMMAL"",""answers"":{},""filters"":{}}]}]","{""37823512"":{""retired"":{""id"":52409587,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T15:14:56.514Z"",""updated_at"":""2020-01-27T15:07:35.913Z"",""retired_at"":""2020-01-27T15:07:35.904Z"",""subject_id"":37823512,""retirement_reason"":""classification_count""},"""":""3894"",""Num"":""3894"",""Image1"":""31_03_WHIP_1003.JPG"",""Image2"":""31_03_WHIP_1004.JPG"",""Image3"":""31_03_WHIP_1005.JPG""}}",37823512
"696",6673,188817732,"barthelmess",1173819,"0fbe1f42d8e33bcc70a4",12161,"Workflow 1.1",6.5,"2019-10-30 22:53:17 UTC",NA,NA,"{""source"":""api"",""session"":""c3b6f671405e27cb7521af80d4731aef65abfe59f0bea0b453f807618db1e087"",""viewport"":{""width"":2880,""height"":1453},""started_at"":""2019-10-30T22:52:52.831Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-10-30T22:53:17.163Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":2000,""clientHeight"":1112,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":2000,""clientHeight"":1112,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":2000,""clientHeight"":1112,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-30T22:52:40.824Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""],""ESTIMATEOFSNOWDEPTHSEETUTORIAL"":""NOSNOWBAREGROUND"",""ISITACTIVELYRAININGORSNOWINGINTHEPICTURE"":""NO""},""filters"":{}}]}]","{""31428881"":{""retired"":{""id"":50804506,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-09-26T20:19:56.047Z"",""updated_at"":""2019-12-23T01:05:57.579Z"",""retired_at"":""2019-12-23T01:05:57.571Z"",""subject_id"":31428881,""retirement_reason"":""classification_count""},""ID"":""102"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""24_04_BC_0049.JPG"",""Image2"":""24_04_BC_0050.JPG"",""Image3"":""24_04_BC_0051.JPG"",""CamModel"":"""",""#CamNumber"":""24"",""#SDCardNum"":""4"",""!ForestType"":""Deciduous "",""#ForestName"":""BC""}}",31428881
"697",23955,190613043,"mjpurc18",1942293,"cffc48dae538183edd36",12161,"Workflow 1.1",6.5,"2019-11-11 16:13:04 UTC",NA,NA,"{""source"":""api"",""session"":""fddd3ea1de1b3de6c35494ff686b1c7fe1d54bfaf54a39ee4328f701552017b5"",""viewport"":{""width"":1440,""height"":821},""started_at"":""2019-11-11T16:12:55.317Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-11T16:13:04.095Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":905,""clientHeight"":679,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":905,""clientHeight"":679,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":905,""clientHeight"":679,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-11T16:11:57.216Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37160859"":{""retired"":{""id"":51239743,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T15:52:05.113Z"",""updated_at"":""2019-11-11T16:13:04.368Z"",""retired_at"":""2019-11-11T16:13:04.346Z"",""subject_id"":37160859,""retirement_reason"":""classification_count""},""Num"":""4316"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""11_21_BC_001084.JPG"",""Image2"":""11_21_BC_001085.JPG"",""Image3"":""11_21_BC_001086.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""11"",""#SDCardNum"":""21"",""!ForestType"":""Deciduous"",""#ForestName"":""BC""}}",37160859
"698",32766,192163115,"keandy16",1716700,"427aee04cce79f33733c",12161,"Workflow 1.1",6.5,"2019-11-22 15:04:13 UTC",NA,NA,"{""source"":""api"",""session"":""cef8edf750a012a325eb2c1f4a99a9146414e429363ad764f91ef9ae7a587a27"",""viewport"":{""width"":1248,""height"":664},""started_at"":""2019-11-22T15:04:05.157Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-11-22T15:04:14.158Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":722,""clientHeight"":401,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":722,""clientHeight"":401,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":722,""clientHeight"":401,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-22T15:02:22.850Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37820873"":{""retired"":{""id"":52414187,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T17:28:22.599Z"",""updated_at"":""2020-01-30T21:13:20.940Z"",""retired_at"":""2020-01-30T21:13:20.925Z"",""subject_id"":37820873,""retirement_reason"":""classification_count""},"""":""1822"",""Num"":""1822"",""Image1"":""21_40_WF_0292.JPG"",""Image2"":""21_40_WF_0293.JPG"",""Image3"":""21_40_WF_0294.JPG""}}",37820873
"699",18005,190243727,"cassidyeverritt",1944240,"9c68f84496b5dc17acdd",12161,"Workflow 1.1",6.5,"2019-11-09 00:15:42 UTC",NA,NA,"{""source"":""api"",""session"":""d4ab13059a84da4df55204d4a04d854b7cd0c9a3a0b2baeb779cd70c9e0a107b"",""viewport"":{""width"":1920,""height"":921},""started_at"":""2019-11-09T00:15:29.132Z"",""user_agent"":""Mozilla/5.0 (X11; CrOS aarch64 12239.92.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.136 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-09T00:15:41.925Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1105,""clientHeight"":829,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":1105,""clientHeight"":829,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":1105,""clientHeight"":829,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-09T00:12:58.716Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37159281"":{""retired"":{""id"":51239880,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T15:55:35.320Z"",""updated_at"":""2019-11-10T18:08:26.461Z"",""retired_at"":""2019-11-10T18:08:26.447Z"",""subject_id"":37159281,""retirement_reason"":""classification_count""},""Num"":""2606"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_007273.JPG"",""Image2"":""06_09_DON_007274.JPG"",""Image3"":""06_09_DON_007275.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37159281
